ano,mes,regiao,uf,nome_uf,descricao_sexo,faixa_etaria,tipo_sintoma,descricao_pergunta,qtd_registros
2020,9,Norte,17,Tocantins,Mulher,21-30,Respiratório leve,Na semana passada teve tosse?,10
2020,9,Norte,17,Tocantins,Mulher,11-20,Respiratório leve,Na semana passada teve tosse?,6
2020,9,Nordeste,21,Maranhão,Homem,31-40,Respiratório leve,Na semana passada teve tosse?,13
2020,9,Nordeste,21,Maranhão,Homem,11-20,Respiratório leve,Na semana passada teve tosse?,25
2020,9,Norte,15,Pará,Mulher,31-40,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,7
2020,9,Norte,16,Amapá,Homem,61-70,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,9,Norte,17,Tocantins,Homem,71+,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,3
2020,9,Nordeste,21,Maranhão,Mulher,21-30,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,5
2020,9,Nordeste,21,Maranhão,Mulher,31-40,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,4
2020,9,Nordeste,23,Ceará,Homem,0-10,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,5
2020,9,Nordeste,23,Ceará,Mulher,61-70,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,7
2020,9,Nordeste,27,Alagoas,Mulher,0-10,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,9,Nordeste,27,Alagoas,Homem,31-40,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,9,Nordeste,28,Sergipe,Mulher,41-50,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,3
2020,9,Nordeste,28,Sergipe,Homem,41-50,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,9,Sudeste,31,Minas Gerais,Homem,41-50,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,5
2020,9,Sudeste,32,Espírito Santo,Mulher,51-60,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,6
2020,9,Norte,11,Rondônia,Mulher,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,15
2020,9,Norte,13,Amazonas,Mulher,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,28
2020,9,Norte,13,Amazonas,Homem,61-70,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,10
2020,9,Norte,13,Amazonas,Homem,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,21
2020,9,Norte,14,Roraima,Homem,21-30,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,9
2020,9,Norte,15,Pará,Mulher,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,10
2020,9,Norte,17,Tocantins,Mulher,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,11
2020,9,Norte,17,Tocantins,Mulher,51-60,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,12
2020,9,Norte,17,Tocantins,Homem,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,5
2020,9,Nordeste,22,Piauí,Mulher,51-60,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,11
2020,9,Nordeste,24,Rio Grande do Norte,Mulher,11-20,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,9
2020,9,Nordeste,24,Rio Grande do Norte,Mulher,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,4
2020,9,Nordeste,25,Paraíba,Homem,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,15
2020,9,Nordeste,26,Pernambuco,Homem,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,18
2020,9,Nordeste,28,Sergipe,Homem,51-60,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,18
2020,9,Nordeste,29,Bahia,Mulher,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,49
2020,9,Sudeste,32,Espírito Santo,Homem,51-60,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,12
2020,9,Norte,11,Rondônia,Mulher,51-60,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",121
2020,9,Norte,11,Rondônia,Mulher,41-50,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",208
2020,9,Norte,17,Tocantins,Homem,11-20,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",73
2020,10,Norte,13,Amazonas,Homem,71+,Sintoma geral,Na semana passada teve dor de cabeça?,7
2020,10,Norte,14,Roraima,Homem,51-60,Sintoma geral,Na semana passada teve fadiga?,5
2020,10,Norte,15,Pará,Mulher,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,16
2020,10,Norte,16,Amapá,Homem,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,2
2020,10,Norte,16,Amapá,Mulher,11-20,Sintoma geral,Na semana passada teve fadiga?,2
2020,10,Norte,17,Tocantins,Homem,21-30,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Norte,17,Tocantins,Homem,51-60,Sintoma geral,Na semana passada teve dor de cabeça?,7
2020,10,Nordeste,21,Maranhão,Homem,41-50,Sintoma geral,Na semana passada teve dor de cabeça?,21
2020,10,Nordeste,21,Maranhão,Homem,11-20,Sintoma geral,Na semana passada teve fadiga?,5
2020,10,Nordeste,21,Maranhão,Homem,71+,Sintoma geral,Na semana passada teve dor de cabeça?,6
2020,10,Nordeste,23,Ceará,Homem,51-60,Sintoma geral,Na semana passada teve fadiga?,5
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,71+,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,41-50,Sintoma geral,Na semana passada teve dor de cabeça?,18
2020,10,Nordeste,25,Paraíba,Mulher,41-50,Sintoma geral,Na semana passada teve dor de cabeça?,28
2020,10,Nordeste,25,Paraíba,Mulher,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,20
2020,10,Nordeste,25,Paraíba,Homem,0-10,Sintoma geral,Na semana passada teve fadiga?,1
2020,10,Nordeste,26,Pernambuco,Mulher,61-70,Sintoma geral,Na semana passada teve dor de cabeça?,12
2020,10,Nordeste,26,Pernambuco,Homem,0-10,Sintoma geral,Na semana passada teve dor de cabeça?,6
2020,10,Nordeste,27,Alagoas,Mulher,41-50,Sintoma geral,Na semana passada teve dor de cabeça?,19
2020,10,Nordeste,27,Alagoas,Mulher,21-30,Sintoma geral,Na semana passada teve fadiga?,7
2020,10,Nordeste,27,Alagoas,Mulher,71+,Sintoma geral,Na semana passada teve dor de cabeça?,4
2020,10,Nordeste,28,Sergipe,Mulher,51-60,Sintoma geral,Na semana passada teve dor de cabeça?,13
2020,10,Nordeste,28,Sergipe,Homem,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,6
2020,10,Sudeste,31,Minas Gerais,Homem,31-40,Sintoma geral,Na semana passada teve fadiga?,13
2020,10,Sudeste,31,Minas Gerais,Homem,61-70,Sintoma geral,Na semana passada teve dor de cabeça?,18
2020,10,Sudeste,31,Minas Gerais,Homem,0-10,Sintoma geral,Na semana passada teve dor de cabeça?,9
2020,10,Sudeste,32,Espírito Santo,Homem,31-40,Sintoma geral,Na semana passada teve fadiga?,8
2020,10,Sudeste,33,Rio de Janeiro,Mulher,31-40,Sintoma geral,Na semana passada teve fadiga?,11
2020,10,Sudeste,33,Rio de Janeiro,Homem,61-70,Sintoma geral,Na semana passada teve fadiga?,6
2020,10,Norte,11,Rondônia,Mulher,31-40,Sintoma geral,Na semana passada teve náusea?,6
2020,10,Norte,11,Rondônia,Mulher,51-60,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Norte,13,Amazonas,Mulher,41-50,Sintoma geral,Na semana passada teve náusea?,7
2020,10,Norte,13,Amazonas,Homem,61-70,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Norte,14,Roraima,Mulher,11-20,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Norte,15,Pará,Mulher,21-30,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Norte,16,Amapá,Homem,11-20,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Norte,17,Tocantins,Homem,21-30,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,25,Paraíba,Homem,71+,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,29,Bahia,Homem,21-30,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Sudeste,31,Minas Gerais,Homem,51-60,Sintoma geral,Na semana passada teve náusea?,4
2020,10,Sudeste,32,Espírito Santo,Mulher,0-10,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Sudeste,33,Rio de Janeiro,Mulher,11-20,Sintoma geral,Na semana passada teve náusea?,2
2020,10,Sudeste,33,Rio de Janeiro,Homem,51-60,Sintoma geral,Na semana passada teve náusea?,2
2020,10,Norte,12,Acre,Homem,71+,Respiratório leve,Na semana passada teve tosse?,2
2020,10,Norte,13,Amazonas,Homem,31-40,Respiratório leve,Na semana passada teve tosse?,13
2020,10,Norte,14,Roraima,Homem,0-10,Respiratório leve,Na semana passada teve tosse?,1
2020,10,Norte,17,Tocantins,Homem,61-70,Respiratório leve,Na semana passada teve tosse?,1
2020,10,Norte,17,Tocantins,Mulher,61-70,Respiratório leve,Na semana passada teve tosse?,1
2020,10,Norte,11,Rondônia,Homem,21-30,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Norte,13,Amazonas,Mulher,41-50,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,3
2020,10,Norte,14,Roraima,Mulher,21-30,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,3
2020,10,Nordeste,23,Ceará,Homem,0-10,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,6
2020,10,Nordeste,23,Ceará,Homem,11-20,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Sudeste,32,Espírito Santo,Homem,61-70,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Sudeste,33,Rio de Janeiro,Mulher,41-50,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,5
2020,10,Norte,11,Rondônia,Homem,51-60,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,2
2020,10,Norte,14,Roraima,Mulher,21-30,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,8
2020,10,Norte,14,Roraima,Mulher,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,2
2020,10,Norte,14,Roraima,Mulher,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,1
2020,10,Norte,15,Pará,Homem,51-60,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,20
2020,10,Norte,16,Amapá,Mulher,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,5
2020,10,Norte,17,Tocantins,Homem,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,6
2020,10,Nordeste,21,Maranhão,Homem,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,41
2020,10,Nordeste,22,Piauí,Mulher,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,15
2020,10,Nordeste,23,Ceará,Homem,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,19
2020,10,Nordeste,23,Ceará,Homem,21-30,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,24
2020,10,Nordeste,23,Ceará,Homem,11-20,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,21
2020,10,Nordeste,23,Ceará,Mulher,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,9
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,17
2020,10,Nordeste,24,Rio Grande do Norte,Homem,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,8
2020,10,Nordeste,25,Paraíba,Homem,11-20,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,12
2020,10,Nordeste,26,Pernambuco,Mulher,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,4
2020,10,Nordeste,26,Pernambuco,Homem,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,1
2020,10,Nordeste,28,Sergipe,Mulher,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,24
2020,10,Nordeste,28,Sergipe,Homem,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,1
2020,10,Nordeste,29,Bahia,Mulher,61-70,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,22
2020,10,Norte,11,Rondônia,Mulher,41-50,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",230
2020,10,Norte,14,Roraima,Mulher,11-20,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",38
2020,10,Norte,15,Pará,Homem,61-70,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",141
2020,10,Norte,15,Pará,Mulher,31-40,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",468
2020,10,Norte,17,Tocantins,Mulher,21-30,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",146
2020,10,Norte,11,Rondônia,Mulher,41-50,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Norte,11,Rondônia,Homem,61-70,Sintoma geral,Na semana passada teve dor de cabeça?,6
2020,10,Norte,11,Rondônia,Mulher,31-40,Sintoma geral,Na semana passada teve fadiga?,5
2020,10,Norte,12,Acre,Homem,31-40,Sintoma geral,Na semana passada teve dor de cabeça?,7
2020,10,Norte,13,Amazonas,Homem,41-50,Sintoma geral,Na semana passada teve dor de cabeça?,10
2020,10,Norte,14,Roraima,Mulher,51-60,Sintoma geral,Na semana passada teve dor de cabeça?,4
2020,10,Norte,16,Amapá,Mulher,71+,Sintoma geral,Na semana passada teve dor de cabeça?,2
2020,10,Norte,17,Tocantins,Mulher,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,7
2020,10,Norte,17,Tocantins,Mulher,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,5
2020,10,Nordeste,21,Maranhão,Mulher,21-30,Sintoma geral,Na semana passada teve fadiga?,10
2020,10,Nordeste,21,Maranhão,Homem,31-40,Sintoma geral,Na semana passada teve dor de cabeça?,14
2020,10,Nordeste,21,Maranhão,Homem,71+,Sintoma geral,Na semana passada teve fadiga?,8
2020,10,Nordeste,21,Maranhão,Mulher,0-10,Sintoma geral,Na semana passada teve dor de cabeça?,6
2020,10,Nordeste,23,Ceará,Mulher,21-30,Sintoma geral,Na semana passada teve fadiga?,8
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,31-40,Sintoma geral,Na semana passada teve dor de cabeça?,18
2020,10,Nordeste,24,Rio Grande do Norte,Homem,41-50,Sintoma geral,Na semana passada teve dor de cabeça?,9
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,11-20,Sintoma geral,Na semana passada teve fadiga?,2
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,31-40,Sintoma geral,Na semana passada teve fadiga?,2
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,0-10,Sintoma geral,Na semana passada teve fadiga?,2
2020,10,Nordeste,25,Paraíba,Mulher,71+,Sintoma geral,Na semana passada teve fadiga?,3
2020,10,Nordeste,26,Pernambuco,Homem,31-40,Sintoma geral,Na semana passada teve dor de cabeça?,19
2020,10,Nordeste,26,Pernambuco,Mulher,51-60,Sintoma geral,Na semana passada teve dor de cabeça?,20
2020,10,Nordeste,26,Pernambuco,Homem,51-60,Sintoma geral,Na semana passada teve dor de cabeça?,12
2020,10,Nordeste,27,Alagoas,Mulher,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,18
2020,10,Nordeste,28,Sergipe,Mulher,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,17
2020,10,Nordeste,28,Sergipe,Homem,41-50,Sintoma geral,Na semana passada teve dor de cabeça?,9
2020,10,Nordeste,28,Sergipe,Homem,51-60,Sintoma geral,Na semana passada teve dor de cabeça?,9
2020,10,Nordeste,29,Bahia,Mulher,31-40,Sintoma geral,Na semana passada teve dor de cabeça?,44
2020,10,Nordeste,29,Bahia,Mulher,71+,Sintoma geral,Na semana passada teve fadiga?,7
2020,10,Nordeste,29,Bahia,Homem,71+,Sintoma geral,Na semana passada teve dor de cabeça?,5
2020,10,Nordeste,29,Bahia,Homem,21-30,Sintoma geral,Na semana passada teve fadiga?,5
2020,10,Nordeste,29,Bahia,Mulher,11-20,Sintoma geral,Na semana passada teve fadiga?,6
2020,10,Sudeste,31,Minas Gerais,Homem,11-20,Sintoma geral,Na semana passada teve fadiga?,8
2020,10,Sudeste,32,Espírito Santo,Mulher,71+,Sintoma geral,Na semana passada teve dor de cabeça?,3
2020,10,Sudeste,32,Espírito Santo,Mulher,11-20,Sintoma geral,Na semana passada teve dor de cabeça?,5
2020,10,Sudeste,33,Rio de Janeiro,Mulher,51-60,Sintoma geral,Na semana passada teve fadiga?,19
2020,10,Norte,15,Pará,Homem,21-30,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Norte,16,Amapá,Homem,71+,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Norte,16,Amapá,Homem,21-30,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Norte,17,Tocantins,Mulher,71+,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,22,Piauí,Mulher,61-70,Sintoma geral,Na semana passada teve náusea?,2
2020,10,Nordeste,22,Piauí,Mulher,31-40,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,22,Piauí,Homem,31-40,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,23,Ceará,Mulher,0-10,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,24,Rio Grande do Norte,Homem,21-30,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,25,Paraíba,Mulher,51-60,Sintoma geral,Na semana passada teve náusea?,3
2020,10,Nordeste,25,Paraíba,Homem,31-40,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,26,Pernambuco,Mulher,31-40,Sintoma geral,Na semana passada teve náusea?,8
2020,10,Nordeste,26,Pernambuco,Homem,0-10,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Nordeste,27,Alagoas,Mulher,61-70,Sintoma geral,Na semana passada teve náusea?,4
2020,10,Sudeste,31,Minas Gerais,Mulher,11-20,Sintoma geral,Na semana passada teve náusea?,8
2020,10,Sudeste,31,Minas Gerais,Homem,0-10,Sintoma geral,Na semana passada teve náusea?,2
2020,10,Sudeste,32,Espírito Santo,Homem,0-10,Sintoma geral,Na semana passada teve náusea?,1
2020,10,Norte,11,Rondônia,Mulher,61-70,Respiratório leve,Na semana passada teve tosse?,4
2020,10,Norte,12,Acre,Homem,11-20,Respiratório leve,Na semana passada teve tosse?,6
2020,10,Norte,13,Amazonas,Mulher,0-10,Respiratório leve,Na semana passada teve tosse?,17
2020,10,Norte,15,Pará,Homem,31-40,Respiratório leve,Na semana passada teve tosse?,22
2020,10,Norte,15,Pará,Mulher,0-10,Respiratório leve,Na semana passada teve tosse?,19
2020,10,Norte,16,Amapá,Mulher,31-40,Respiratório leve,Na semana passada teve tosse?,2
2020,10,Norte,17,Tocantins,Homem,31-40,Respiratório leve,Na semana passada teve tosse?,2
2020,10,Nordeste,21,Maranhão,Homem,71+,Respiratório leve,Na semana passada teve tosse?,7
2020,10,Norte,13,Amazonas,Mulher,21-30,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Norte,15,Pará,Homem,31-40,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Norte,17,Tocantins,Mulher,71+,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Norte,17,Tocantins,Mulher,41-50,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Norte,17,Tocantins,Homem,21-30,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Nordeste,22,Piauí,Mulher,21-30,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,51-60,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Nordeste,26,Pernambuco,Homem,11-20,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Nordeste,26,Pernambuco,Mulher,11-20,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,3
2020,10,Nordeste,28,Sergipe,Homem,61-70,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Sudeste,31,Minas Gerais,Mulher,41-50,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,15
2020,10,Sudeste,33,Rio de Janeiro,Mulher,61-70,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,2
2020,10,Sudeste,33,Rio de Janeiro,Mulher,11-20,,Providência tomada para recuperar dos sintomas foi comprar e/ou tomar remédio por orientação médica,1
2020,10,Norte,11,Rondônia,Mulher,11-20,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,8
2020,10,Norte,12,Acre,Mulher,51-60,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,8
2020,10,Norte,12,Acre,Homem,61-70,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,4
2020,10,Norte,13,Amazonas,Mulher,61-70,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,9
2020,10,Norte,15,Pará,Homem,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,20
2020,10,Norte,15,Pará,Mulher,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,6
2020,10,Nordeste,21,Maranhão,Mulher,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,56
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,11-20,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,7
2020,10,Nordeste,24,Rio Grande do Norte,Mulher,0-10,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,6
2020,10,Nordeste,26,Pernambuco,Homem,11-20,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,16
2020,10,Nordeste,26,Pernambuco,Homem,41-50,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,14
2020,10,Nordeste,28,Sergipe,Mulher,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,34
2020,10,Nordeste,28,Sergipe,Mulher,11-20,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,15
2020,10,Sudeste,31,Minas Gerais,Mulher,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,31
2020,10,Sudeste,32,Espírito Santo,Mulher,31-40,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,21
2020,10,Sudeste,32,Espírito Santo,Mulher,71+,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,7
2020,10,Sudeste,33,Rio de Janeiro,Mulher,61-70,,Providência tomada  para recuperar dos sintomas foi comprar e/ou tomar  remédio por conta própria,29
2020,10,Norte,11,Rondônia,Homem,51-60,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",224
2020,10,Norte,12,Acre,Homem,51-60,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",174
2020,10,Norte,12,Acre,Homem,31-40,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",335
2020,10,Norte,16,Amapá,Mulher,21-30,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",60
2020,10,Norte,17,Tocantins,Homem,31-40,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",270
2020,10,Norte,17,Tocantins,Mulher,11-20,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",38
2020,10,Nordeste,21,Maranhão,Mulher,11-20,,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",99
2020,10,Norte,11,Rondônia,Mulher,0-10,Sintoma geral,Na semana passada teve fadiga?,1
2020,10,Norte,12,Acre,Mulher,21-30,Sintoma geral,Na semana passada teve fadiga?,6
2020,10,Norte,13,Amazonas,Homem,41-50,Sintoma geral,Na semana passada teve fadiga?,9
2020,10,Norte,13,Amazonas,Homem,71+,Sintoma geral,Na semana passada teve fadiga?,8
2020,10,Norte,13,Amazonas,Mulher,51-60,Sintoma geral,Na semana passada teve fadiga?,13
2020,10,Norte,14,Roraima,Mulher,41-50,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Norte,14,Roraima,Homem,31-40,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Norte,15,Pará,Mulher,51-60,Sintoma geral,Na semana passada teve fadiga?,15
2020,10,Norte,15,Pará,Homem,61-70,Sintoma geral,Na semana passada teve fadiga?,3
2020,10,Norte,15,Pará,Homem,51-60,Sintoma geral,Na semana passada teve fadiga?,4
2020,10,Norte,15,Pará,Homem,21-30,Sintoma geral,Na semana passada teve fadiga?,6
2020,10,Norte,16,Amapá,Homem,71+,Sintoma geral,Na semana passada teve fadiga?,3
2020,10,Norte,17,Tocantins,Homem,61-70,Sintoma geral,Na semana passada teve dor de cabeça?,3
2020,10,Norte,17,Tocantins,Mulher,51-60,Sintoma geral,Na semana passada teve fadiga?,2
2020,10,Nordeste,21,Maranhão,Mulher,51-60,Sintoma geral,Na semana passada teve dor de cabeça?,31
2020,10,Nordeste,21,Maranhão,Mulher,51-60,Sintoma geral,Na semana passada teve fadiga?,15
2020,10,Nordeste,22,Piauí,Mulher,0-10,Sintoma geral,Na semana passada teve fadiga?,1
2020,10,Nordeste,23,Ceará,Homem,21-30,Sintoma geral,Na semana passada teve dor de cabeça?,20
2020,10,Nordeste,23,Ceará,Homem,31-40,Sintoma geral,Na semana passada teve dor de cabeça?,21
2020,10,Nordeste,23,Ceará,Mulher,0-10,Sintoma geral,Na semana passada teve fadiga?,2
