ano,mes,regiao,descricao_sexo,faixa_etaria,descricao_pergunta,descricao_resposta,qtd_registros
2020,9,Nordeste,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",3
2020,9,Sudeste,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",3
2020,9,Sudeste,Homem,61-70,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",2
2020,9,Norte,Homem,21-30,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,3377
2020,9,Norte,Homem,61-70,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,1432
2020,9,Norte,Homem,61-70,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",94
2020,9,Norte,Mulher,41-50,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",193
2020,9,Norte,Mulher,21-30,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",198
2020,9,Norte,Mulher,71+,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",10
2020,9,Nordeste,Homem,41-50,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",72
2020,9,Nordeste,Mulher,61-70,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,578
2020,9,Nordeste,Homem,31-40,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,5857
2020,9,Nordeste,Mulher,31-40,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,5708
2020,9,Nordeste,Homem,21-30,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",81
2020,9,Nordeste,Homem,61-70,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",35
2020,9,Norte,Homem,61-70,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,4
2020,9,Norte,Homem,31-40,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,1
2020,9,Norte,Homem,21-30,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,64
2020,9,Nordeste,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,5
2020,9,Nordeste,Homem,51-60,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",37
2020,9,Nordeste,Mulher,71+,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",23
2020,9,Nordeste,Homem,21-30,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,17
2020,9,Nordeste,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",10
2020,9,Nordeste,Mulher,71+,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",2
2020,9,Nordeste,Homem,71+,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",1
2020,9,Sudeste,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",1
2020,9,Norte,Mulher,21-30,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,1314
2020,9,Norte,Mulher,51-60,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,1846
2020,9,Norte,Homem,71+,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,953
2020,9,Norte,Homem,0-10,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",270
2020,9,Norte,Homem,11-20,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",72
2020,9,Nordeste,Homem,61-70,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,3803
2020,9,Nordeste,Mulher,0-10,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",601
2020,9,Nordeste,Homem,51-60,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",73
2020,9,Nordeste,Homem,61-70,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",290
2020,9,Norte,Homem,31-40,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,68
2020,9,Norte,Mulher,31-40,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,2
2020,9,Norte,Mulher,21-30,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,1
2020,9,Norte,Homem,11-20,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,21
2020,9,Nordeste,Mulher,21-30,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,214
2020,9,Nordeste,Homem,41-50,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,7
2020,9,Nordeste,Homem,21-30,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,1
2020,9,Norte,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",70
2020,9,Norte,Homem,21-30,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",101
2020,9,Norte,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",15
2020,9,Norte,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,5
2020,9,Norte,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,Licença maternidade ou paternidade,19
2020,9,Norte,Homem,41-50,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",8
2020,9,Norte,Homem,71+,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",1
2020,9,Norte,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",3
2020,9,Norte,Homem,71+,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",1
2020,9,Nordeste,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,Licença maternidade ou paternidade,41
2020,9,Nordeste,Homem,21-30,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",36
2020,9,Nordeste,Homem,21-30,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",18
2020,9,Nordeste,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",10
2020,9,Nordeste,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,Outro motivo,3
2020,9,Nordeste,Homem,61-70,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",6
2020,9,Nordeste,Homem,31-40,Qual o principal motivo deste afastamento temporário?,Licença maternidade ou paternidade,1
2020,9,Norte,Mulher,21-30,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,3503
2020,9,Norte,Mulher,31-40,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,3531
2020,9,Nordeste,Mulher,21-30,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,8057
2020,9,Nordeste,Homem,0-10,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",93
2020,9,Nordeste,Homem,21-30,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,4567
2020,9,Nordeste,Homem,31-40,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,2672
2020,9,Nordeste,Mulher,51-60,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",536
2020,9,Norte,Mulher,21-30,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,83
2020,9,Nordeste,Homem,61-70,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,83
2020,9,Sudeste,Mulher,71+,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,1
2020,9,Norte,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",30
2020,9,Norte,Homem,41-50,Qual o principal motivo deste afastamento temporário?,Outro motivo,11
2020,9,Norte,Homem,11-20,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",2
2020,9,Norte,Homem,71+,Qual o principal motivo deste afastamento temporário?,Outro motivo,1
2020,9,Norte,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",1
2020,9,Nordeste,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,Outro motivo,17
2020,9,Nordeste,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",2
2020,9,Nordeste,Homem,41-50,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",21
2020,9,Nordeste,Homem,51-60,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",8
2020,9,Nordeste,Homem,61-70,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",1
2020,9,Nordeste,Homem,71+,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",1
2020,9,Norte,Mulher,51-60,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,2542
2020,9,Norte,Mulher,31-40,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,1744
2020,9,Norte,Homem,61-70,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,1002
2020,9,Norte,Homem,41-50,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",166
2020,9,Norte,Homem,71+,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",50
2020,9,Norte,Mulher,31-40,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",46
2020,9,Norte,Mulher,11-20,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",54
2020,9,Nordeste,Homem,0-10,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,7962
2020,9,Nordeste,Mulher,11-20,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",677
2020,9,Norte,Mulher,61-70,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,18
2020,9,Norte,Homem,51-60,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,23
2020,9,Norte,Mulher,51-60,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,6
2020,9,Norte,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,2
2020,9,Nordeste,Homem,51-60,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,5
2020,9,Nordeste,Homem,11-20,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,20
2020,9,Nordeste,Homem,71+,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,15
2020,9,Nordeste,Homem,61-70,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,3
2020,9,Nordeste,Homem,41-50,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,1
2020,9,Norte,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",197
2020,9,Norte,Homem,61-70,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",83
2020,9,Norte,Homem,31-40,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",22
2020,9,Norte,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,Licença maternidade ou paternidade,16
2020,9,Norte,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",10
2020,9,Norte,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,Licença maternidade ou paternidade,1
2020,9,Norte,Homem,11-20,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",5
2020,9,Norte,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,Outro motivo,9
2020,9,Nordeste,Homem,21-30,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",214
2020,9,Nordeste,Homem,41-50,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",7
2020,9,Nordeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",11
2020,9,Nordeste,Homem,71+,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",2
2020,9,Nordeste,Homem,11-20,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",6
2020,9,Nordeste,Homem,71+,Qual o principal motivo deste afastamento temporário?,Outro motivo,2
2020,9,Nordeste,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",3
2020,9,Nordeste,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",2
2020,9,Norte,Homem,31-40,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,2559
2020,9,Norte,Homem,41-50,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,2275
2020,9,Norte,Mulher,41-50,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,1563
2020,9,Norte,Mulher,41-50,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,3157
2020,9,Norte,Homem,11-20,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,675
2020,9,Norte,Mulher,61-70,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,221
2020,9,Norte,Mulher,31-40,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",218
2020,9,Nordeste,Homem,51-60,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,2688
2020,9,Nordeste,Homem,41-50,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,6826
2020,9,Nordeste,Homem,61-70,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,1231
2020,9,Nordeste,Mulher,41-50,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",84
2020,9,Norte,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,12
2020,9,Norte,Mulher,51-60,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,4
2020,9,Norte,Homem,21-30,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,1
2020,9,Norte,Mulher,61-70,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,1
2020,9,Norte,Homem,31-40,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,2
2020,9,Norte,Mulher,21-30,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,6
2020,9,Nordeste,Mulher,51-60,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,5
2020,9,Nordeste,Mulher,31-40,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,305
2020,9,Nordeste,Mulher,31-40,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,4
2020,9,Nordeste,Homem,31-40,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,3
2020,9,Sudeste,Mulher,71+,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,1
2020,9,Norte,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",139
2020,9,Norte,Homem,71+,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",7
2020,9,Norte,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",4
2020,9,Norte,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",1
2020,9,Norte,Homem,51-60,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",4
2020,9,Nordeste,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",308
2020,9,Nordeste,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",480
2020,9,Nordeste,Homem,51-60,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",44
2020,9,Nordeste,Homem,11-20,Qual o principal motivo deste afastamento temporário?,Outro motivo,7
2020,9,Nordeste,Homem,31-40,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",44
2020,9,Nordeste,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,Outro motivo,15
2020,9,Nordeste,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,Licença maternidade ou paternidade,2
2020,9,Norte,Mulher,51-60,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,869
2020,9,Norte,Homem,21-30,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",39
2020,9,Nordeste,Mulher,41-50,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,4999
2020,9,Nordeste,Mulher,41-50,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,3602
2020,9,Nordeste,Mulher,21-30,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Sim,2870
2020,9,Nordeste,Homem,61-70,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,2897
2020,9,Nordeste,Homem,31-40,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,7850
2020,9,Nordeste,Mulher,71+,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",198
2020,9,Norte,Mulher,51-60,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,78
2020,9,Norte,Homem,41-50,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,3
2020,9,Norte,Mulher,71+,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,1
2020,9,Norte,Homem,71+,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,1
2020,9,Nordeste,Homem,41-50,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,52
2020,9,Nordeste,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,263
2020,9,Nordeste,Homem,11-20,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,56
2020,9,Nordeste,Mulher,61-70,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,50
2020,9,Nordeste,Mulher,41-50,Há quanto tempo está afastado desse trabalho?,De 1 ano a menos de 2 anos,4
2020,9,Nordeste,Homem,61-70,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,11
2020,9,Norte,Homem,61-70,Qual o principal motivo deste afastamento temporário?,Outro motivo,6
2020,9,Norte,Homem,51-60,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,17
2020,9,Norte,Mulher,41-50,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,29
2020,9,Norte,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",2
2020,9,Norte,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",14
2020,9,Norte,Homem,51-60,Qual o principal motivo deste afastamento temporário?,Outro motivo,11
2020,9,Norte,Homem,11-20,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",2
2020,9,Norte,Homem,31-40,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,8
2020,9,Norte,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",1
2020,9,Norte,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",1
2020,9,Nordeste,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",29
2020,9,Nordeste,Mulher,11-20,Qual o principal motivo deste afastamento temporário?,"Estava em quarentena, isolamento, distanciamento social ou férias coletivas",53
2020,9,Nordeste,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",13
2020,9,Nordeste,Homem,31-40,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",9
2020,9,Nordeste,Homem,21-30,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",1
2020,9,Sudeste,Mulher,21-30,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",3
2020,9,Norte,Homem,31-40,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,3277
2020,9,Norte,Homem,51-60,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,2158
2020,9,Norte,Homem,51-60,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,886
2020,9,Norte,Mulher,71+,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,1115
2020,9,Norte,Homem,31-40,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, mas nenhum morador conseguiu",35
2020,9,Nordeste,Mulher,21-30,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,5815
2020,9,Nordeste,Homem,71+,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,2982
2020,9,Nordeste,Homem,71+,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",162
2020,9,Nordeste,Mulher,0-10,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,Não solicitou,7856
2020,9,Nordeste,Homem,41-50,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,2390
2020,9,Nordeste,Homem,51-60,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",428
2020,9,Norte,Mulher,11-20,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,22
2020,9,Norte,Homem,51-60,Há quanto tempo está afastado desse trabalho?,2 anos ou mais,1
2020,9,Nordeste,Mulher,21-30,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,31
2020,9,Nordeste,Mulher,11-20,Há quanto tempo está afastado desse trabalho?,Menos de 1 mês,8
2020,9,Nordeste,Mulher,71+,Há quanto tempo está afastado desse trabalho?,De 1 mês a menos de 1 ano,8
2020,9,Norte,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,17
2020,9,Norte,Homem,41-50,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,21
2020,9,Norte,Homem,21-30,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",4
2020,9,Norte,Homem,51-60,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",14
2020,9,Norte,Homem,21-30,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,7
2020,9,Norte,Mulher,61-70,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",1
2020,9,Norte,Homem,11-20,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,3
2020,9,Norte,Homem,61-70,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",7
2020,9,Norte,Homem,31-40,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",3
2020,9,Nordeste,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Afastamento do próprio negócio/empresa por motivo de gestação, saúde, acidente, etc., sem ser remunerado por instituto de previdência",24
2020,9,Nordeste,Homem,41-50,Qual o principal motivo deste afastamento temporário?,Outro motivo,25
2020,9,Nordeste,Homem,61-70,Qual o principal motivo deste afastamento temporário?,Licença remunerada por motivo de saúde ou acidente da própria pessoa,20
2020,9,Nordeste,Mulher,51-60,Qual o principal motivo deste afastamento temporário?,"Fatores ocasionais (mau tempo, paralisação nos serviços de transportes, etc.)",13
2020,9,Nordeste,Homem,11-20,Qual o principal motivo deste afastamento temporário?,"Férias, folga ou jornada de trabalho variável",8
2020,9,Nordeste,Mulher,31-40,Qual o principal motivo deste afastamento temporário?,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio, etc.)",10
2020,9,Norte,Mulher,21-30,"Na semana passada, por pelo menos uma hora, trabalhou ou fez algum bico?",Não,2435
2020,9,Norte,Mulher,61-70,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",86
2020,9,Norte,Homem,31-40,Durante o período da pandemia alguém deste domicílio solicitou algum empréstimo?,"Sim, e pelo menos um morador conseguiu",187
